0749,3
0640,3
0951,3
0372,3
0854,3
1375,4
0369,3
1156,4
1444,4
1270,4
1572,4
1064,4
1415,4
1200,4
0529,3
1083,4
0137,1
0642,3
1381,4
0116,1
1425,4
1393,4
1010,3
0360,3
0548,3
1289,4
1702,4
1700,4
1290,4
0627,3
0260,2
0768,3
0054,1
0181,1
0160,1
1189,4
1767,5
1435,4
0182,1
1332,4
1440,4
0423,3
1163,4
1502,4
0475,3
1489,4
1806,5
1058,4
0191,1
1429,4
1191,4
1645,4
1591,4
1708,4
0635,3
0910,3
1660,4
1225,4
1654,4
1316,4
0575,3
0869,3
1304,4
0478,3
1409,4
0346,2
1229,4
0212,1
0719,3
0383,3
0343,2
0976,3
1636,4
1730,5
1740,5
1727,5
1284,4
0221,1
1228,4
0760,3
1801,5
1408,4
0916,3
1712,4
0702,3
0167,1
1498,4
0944,3
0637,3
0320,2
0796,3
0735,3
1059,4
1256,4
1481,4
0773,3
0897,3
1045,4
0855,3
0252,1
1417,4
1098,4
1204,4
1262,4
1012,3
0682,3
0904,3
0675,3
0804,3
0945,3
0267,2
0772,3
0731,3
1235,4
0911,3
0114,1
0984,3
0790,3
0750,3
1817,5
1587,4
1778,5
1524,4
0244,1
0033,1
0382,3
1370,4
0270,2
0216,1
0380,3
0843,3
0806,3
0546,3
1614,4
1018,4
1165,4
1006,3
1234,4
0649,3
1710,4
1361,4
0068,1
1783,5
0990,3
1292,4
0090,1
1093,4
0129,1
0486,3
0921,3
0075,1
0934,3
0755,3
0701,3
1750,5
0589,3
0397,3
1539,4
1463,4
1020,4
0519,3
1677,4
1641,4
0967,3
0847,3
0696,3
0036,1
1416,4
0803,3
1159,4
1570,4
1335,4
1279,4
0403,3
0516,3
0011,1
1772,5
1659,4
1756,5
0109,1
0657,3
1713,4
0492,3
0830,3
1473,4
0063,1
0098,1
1063,4
0581,3
0032,1
0954,3
0809,3
1208,4
0928,3
0352,2
1333,4
0786,3
1798,5
0734,3
0714,3
0228,1
0112,1
0931,3
0587,3
1390,4
1264,4
1749,5
0316,2
0962,3
0903,3
1178,4
0659,3
0880,3
1232,4
1637,4
1033,4
1014,3
1246,4
0215,1
0277,2
0938,3
1407,4
0694,3
0487,3
1082,4
0972,3
0629,3
1741,5
0070,1
1354,4
0730,3
0821,3
0050,1
0816,3
0253,1
0663,3
1351,4
1462,4
1646,4
1028,4
1754,5
1771,5
0808,3
1349,4
0359,3
0524,3
0476,3
1545,4
1005,3
1080,4
1565,4
0483,3
1109,4
1809,5
1448,4
0576,3
1420,4
0998,3
0763,3
0127,1
0851,3
0858,3
0405,3
0683,3
0545,3
1073,4
1396,4
0145,1
0078,1
1323,4
1275,4
1424,4
0551,3
1598,4
0264,2
0169,1
0770,3
0514,3
1173,4
0375,3
1694,4
0206,1
1254,4
0710,3
1714,4
1027,4
0628,3
1021,4
0374,3
0035,1
1631,4
1327,4
1245,4
0100,1
1097,4
1398,4
0195,1
1662,4
0989,3
0236,1
0294,2
1318,4
1446,4
0009,1
0282,2
0406,3
0023,1
0574,3
1554,4
1260,4
1705,4
0243,1
0110,1
1003,3
1747,5
0204,1
1278,4
0652,3
1157,4
1031,4
0622,3
1320,4
0743,3
0918,3
1596,4
0560,3
1601,4
1738,5
0010,1
1125,4
0471,3
1252,4
0718,3
1790,5
1721,4
0598,3
1507,4
1016,3
1024,4
0081,1
0792,3
0175,1
0185,1
0580,3
1412,4
1688,4
0251,1
1215,4
0442,3
0384,3
1321,4
0301,2
0058,1
1325,4
0048,1
0732,3
0307,2
0171,1
0455,3
1759,5
0101,1
0445,3
0093,1
0956,3
0737,3
0241,1
0071,1
0633,3
0037,1
0555,3
1618,4
0325,2
0895,3
0950,3
0337,2
0814,3
1784,5
1076,4
0347,2
1706,4
1110,4
0870,3
1172,4
0420,3
0148,1
0016,1
0823,3
1676,4
0656,3
0451,3
0960,3
0340,2
0605,3
1389,4
1054,4
0992,3
1075,4
0913,3
1303,4
0391,3
1468,4
1748,5
0045,1
0421,3
1152,4
0915,3
1171,4
0245,1
1679,4
0330,2
1306,4
0387,3
1169,4
0723,3
1486,4
0354,2
0968,3
0552,3
1814,5
0838,3
1217,4
0676,3
0594,3
0801,3
1348,4
0857,3
1364,4
0740,3
0520,3
1734,5
0425,3
0283,2
0072,1
1445,4
0521,3
1387,4
0196,1
1251,4
1414,4
1568,4
0468,3
1002,3
0484,3
0495,3
0426,3
0280,2
1411,4
1250,4
0745,3
0158,1
0839,3
1480,4
0473,3
0923,3
0840,3
1007,3
0418,3
1203,4
1259,4
0565,3
1379,4
0163,1
1454,4
0873,3
0624,3
0646,3
0030,1
1460,4
0497,3
0716,3
0815,3
0295,2
0135,1
1174,4
1344,4
1070,4
0927,3
0788,3
0848,3
1431,4
1079,4
0371,3
1180,4
0193,1
1791,5
1678,4
1597,4
0556,3
0674,3
1608,4
0527,3
0414,3
1599,4
0332,2
0926,3
1452,4
1722,4
0466,3
0038,1
1049,4
1788,5
1549,4
1442,4
1613,4
0711,3
0422,3
1629,4
1449,4
0108,1
1226,4
0329,2
0342,2
1472,4
1617,4
0791,3
0805,3
1503,4
0651,3
1086,4
0600,3
0186,1
0285,2
0453,3
0668,3
0532,3
0863,3
0180,1
0775,3
1633,4
1092,4
0917,3
1384,4
1062,4
1314,4
0022,1
1634,4
0590,3
0691,3
1581,4
1744,5
0027,1
0257,2
0619,3
1469,4
0753,3
0443,3
1330,4
0613,3
1096,4
1202,4
1680,4
1711,4
0513,3
0279,2
0413,3
1294,4
0909,3
1501,4
0480,3
1151,4
1556,4
1140,4
0887,3
0767,3
0610,3
0315,2
1009,3
0170,1
0885,3
1346,4
1543,4
0273,2
0912,3
1606,4
0231,1
1378,4
1458,4
1176,4
0203,1
0824,3
1155,4
0965,3
0879,3
1421,4
1122,4
0877,3
0240,1
0704,3
0073,1
0987,3
0988,3
0961,3
0724,3
0296,2
0238,1
0034,1
0299,2
1224,4
0609,3
0706,3
0936,3
1426,4
0003,1
1724,4
0077,1
1626,4
1043,4
1441,4
0161,1
0084,1
1263,4
1535,4
1057,4
0641,3
1385,4
1652,4
0102,1
0758,3
0625,3
1803,5
1223,4
0583,3
1703,4
0440,3
0603,3
1419,4
0305,2
0454,3
0462,3
1274,4
0536,3
0795,3
0232,1
1258,4
0810,3
0611,3
0621,3
0427,3
0783,3
1042,4
0122,1
0255,1
1687,4
0312,2
0577,3
0831,3
0153,1
1072,4
1797,5
1374,4
1690,4
0591,3
0076,1
0504,3
0411,3
0067,1
1520,4
1451,4
1175,4
1523,4
1089,4
1077,4
0189,1
0349,2
1137,4
1600,4
1533,4
0292,2
1241,4
1144,4
1271,4
0106,1
1666,4
0771,3
1283,4
0654,3
0949,3
1402,4
0300,2
1593,4
1121,4
0047,1
0281,2
0130,1
1685,4
1522,4
1552,4
0310,2
0184,1
0370,3
0233,1
1342,4
1525,4
0853,3
1115,4
0290,2
1456,4
0538,3
1766,5
0604,3
1055,4
1164,4
0496,3
1345,4
1078,4
0197,1
1366,4
0707,3
0781,3
1216,4
1695,4
0761,3
0123,1
1642,4
0198,1
0739,3
0124,1
1277,4
1588,4
1369,4
1432,4
0465,3
1297,4
1051,4
1127,4
1816,5
0764,3
1689,4
0353,2
1287,4
1363,4
1326,4
0378,3
0596,3
0680,3
1542,4
0250,1
0709,3
0415,3
0227,1
1220,4
0096,1
0018,1
0812,3
0459,3
1296,4
0729,3
0662,3
1541,4
1282,4
0247,1
1038,4
0569,3
1723,4
1726,4
0738,3
1177,4
0088,1
0392,3
0021,1
0566,3
0573,3
0698,3
0530,3
0727,3
0435,3
0999,3
1116,4
0666,3
1209,4
0059,1
1129,4
1247,4
1192,4
1787,5
0924,3
1298,4
0178,1
0503,3
0661,3
0550,3
1133,4
1085,4
0991,3
0554,3
1201,4
0892,3
1615,4
0942,3
1670,4
0888,3
0217,1
1004,3
1586,4
0026,1
0699,3
1405,4
1592,4
1729,5
1138,4
0712,3
0085,1
1563,4
0618,3
0209,1
1675,4
0156,1
0407,3
0813,3
0769,3
1571,4
0053,1
1315,4
0638,3
0336,2
1609,4
0344,2
0756,3
0525,3
1236,4
0447,3
1643,4
1231,4
0259,2
1423,4
1160,4
0042,1
1820,5
1212,4
0064,1
0083,1
1401,4
0460,3
1308,4
0107,1
1604,4
1312,4
1434,4
0517,3
0864,3
1735,5
1395,4
0692,3
0670,3
1628,4
1578,4
0671,3
1249,4
0533,3
1674,4
0373,3
0946,3
0278,2
1673,4
0172,1
1185,4
0807,3
0056,1
1717,4
1392,4
0958,3
1583,4
0829,3
0689,3
0797,3
0060,1
1484,4
0893,3
0559,3
1669,4
1000,3
1553,4
1119,4
1268,4
1433,4
0799,3
1620,4
0721,3
0013,1
1455,4
0780,3
0041,1
0798,3
0861,3
0424,3
0128,1
0852,3
0955,3
1112,4
0678,3
0835,3
0850,3
1560,4
1537,4
0313,2
0785,3
0474,3
0309,2
1668,4
0166,1
1107,4
0655,3
0688,3
0557,3
0481,3
0586,3
0159,1
0901,3
0563,3
0490,3
0993,3
1068,4
0568,3
0507,3
0531,3
0922,3
0973,3
0326,2
0914,3
1244,4
0874,3
1034,4
0907,3
0650,3
1145,4
1453,4
1199,4
0274,2
0935,3
0249,1
0511,3
1142,4
1457,4
0952,3
1061,4
0361,3
0449,3
0871,3
0219,1
0012,1
0303,2
0500,3
1295,4
1013,3
0787,3
0399,3
1179,4
0849,3
0933,3
0150,1
1585,4
1715,4
0095,1
1418,4
0302,2
1616,4
1625,4
0636,3
1746,5
1488,4
0687,3
1056,4
0582,3
0174,1
0348,2
0970,3
1047,4
1534,4
0906,3
1743,5
0953,3
0660,3
1188,4
1341,4
1334,4
0588,3
0623,3
0001,1
1123,4
0832,3
0617,3
1166,4
0357,2
1478,4
0862,3
1506,4
0261,2
1388,4
0606,3
1511,4
0669,3
0837,3
0634,3
1039,4
0616,3
1757,5
1621,4
1544,4
0144,1
0884,3
0746,3
0404,3
1103,4
1065,4
0004,1
1280,4
1362,4
0522,3
1505,4
1532,4
1762,5
1291,4
1048,4
1242,4
0894,3
1459,4
0708,3
0890,3
1655,4
0223,1
0079,1
1404,4
1190,4
1624,4
1691,4
1382,4
0057,1
0679,3
1504,4
0819,3
1667,4
0720,3
0572,3
1745,5
1594,4
0673,3
0817,3
0396,3
0049,1
0457,3
1742,5
0626,3
0717,3
0943,3
0409,3
0456,3
0964,3
0080,1
0784,3
0222,1
1780,5
1639,4
0509,3
0844,3
0681,3
0368,3
0051,1
0845,3
0363,3
0333,2
1487,4
0317,2
1272,4
1485,4
1147,4
0725,3
0211,1
1497,4
0431,3
0733,3
1436,4
0747,3
0632,3
0086,1
0262,2
0881,3
0304,2
1132,4
1193,4
1399,4
0074,1
1118,4
0306,2
1496,4
1603,4
1704,4
1149,4
0876,3
1130,4
0905,3
1612,4
0537,3
1305,4
0268,2
0684,3
0008,1
0091,1
0567,3
1521,4
1300,4
1770,5
0105,1
1648,4
1605,4
1036,4
0541,3
1299,4
0417,3
0703,3
0432,3
1239,4
0578,3
0558,3
1775,5
1647,4
0220,1
0237,1
1763,5
0276,2
0213,1
1359,4
0614,3
1136,4
1368,4
0017,1
1698,4
1340,4
1253,4
0620,3
1113,4
1566,4
1632,4
0584,3
0757,3
0501,3
1447,4
0715,3
0272,2
1422,4
1037,4
0437,3
1102,4
0151,1
0205,1
1154,4
1273,4
0939,3
0020,1
0149,1
1428,4
0937,3
0615,3
1322,4
1589,4
0269,2
1686,4
1475,4
0489,3
0644,3
1372,4
0419,3
0535,3
0648,3
1071,4
1158,4
1672,4
1347,4
0859,3
0168,1
1269,4
0082,1
1218,4
1186,4
0505,3
1167,4
0246,1
0827,3
0482,3
1383,4
0140,1
1219,4
0141,1
0381,3
0165,1
1041,4
0117,1
0323,2
1088,4
1030,4
0977,3
1197,4
